MSZoning,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition
RL,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,Hip,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,Mn,Rec,Unf,Ex,Y,SBrkr,TA,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Bnk,Inside,Gtl,Crawfor,Norm,1Fam,1.5Fin,Gable,BrkFace,Stone,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,TA,Typ,TA,Detchd,Unf,Fa,Fa,Y,WD,Normal
RL,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,New,Partial
RM,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,Hip,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,ALQ,Unf,Gd,Y,FuseA,Fa,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,IR2,Lvl,CulDSac,Gtl,NWAmes,PosN,1Fam,1Story,Hip,BrkFace,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,Rec,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,Gd,TA,Y,WD,Normal
RL,IR1,HLS,Corner,Gtl,Timber,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,New,Partial
RL,IR3,Low,Inside,Gtl,SawyerW,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Fa,Attchd,RFn,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,Gable,MetalSd,MetalSd,None,TA,Gd,BrkTil,TA,Fa,No,LwQ,Unf,Fa,N,SBrkr,TA,Typ,NA,NA,NA,NA,NA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,Artery,Duplex,2Story,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,Gd,TA,BrkTil,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,N,WD,Normal
RL,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,1Fam,1.5Fin,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Ex,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,SLvl,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,SBrkr,TA,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,GLQ,Unf,Ex,Y,SBrkr,TA,Typ,Fa,Attchd,Fin,TA,TA,Y,WD,Normal
FV,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,Gable,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,FR3,Gtl,NridgHt,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,SWISU,Feedr,1Fam,2Story,Gable,MetalSd,Wd Sdng,None,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,NA,BuiltIn,RFn,TA,TA,Y,WD,Normal
RL,IR1,Low,Inside,Mod,StoneBr,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Av,ALQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,Lvl,FR2,Gtl,NAmes,Feedr,1Fam,1.5Fin,Gable,VinylSd,VinylSd,None,TA,Gd,BrkTil,TA,Fa,No,Unf,Unf,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,New,Partial
FV,Reg,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Detchd,RFn,TA,TA,Y,WD,Abnorml
FV,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Abnorml
RM,Reg,Lvl,Inside,Gtl,MeadowV,Norm,TwnhsE,2Story,Gable,CemntBd,CmentBd,None,TA,TA,PConc,TA,TA,No,ALQ,Rec,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR2,Lvl,FR2,Gtl,CollgCr,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,BLQ,GLQ,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Corner,Gtl,OldTown,Artery,1Fam,1.5Fin,Gable,CBlock,CBlock,None,Fa,TA,PConc,TA,TA,No,ALQ,Rec,Ex,Y,SBrkr,TA,Typ,NA,Detchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,Hip,AsbShng,AsbShng,None,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,Gd,Y,SBrkr,Gd,Typ,TA,BuiltIn,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Detchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
FV,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,Gable,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,HLS,Inside,Gtl,Timber,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,New,Partial
RL,Reg,Bnk,Inside,Gtl,SWISU,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Gd,TA,Mn,Rec,Unf,TA,N,SBrkr,TA,Typ,NA,Detchd,Unf,Fa,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,LwQ,BLQ,Ex,Y,SBrkr,TA,Min2,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,Fa,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Timber,Norm,1Fam,SLvl,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,NA,BuiltIn,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,Gable,Stucco,Stucco,None,TA,Fa,BrkTil,TA,Fa,No,Rec,Unf,TA,N,FuseF,TA,Typ,NA,Detchd,Unf,TA,Fa,Y,WD,Normal
RL,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,Gable,BrkFace,Plywood,None,TA,TA,CBlock,TA,TA,Mn,BLQ,Unf,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,Hip,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Detchd,Unf,TA,TA,N,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,Unf,TA,TA,N,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,Gable,WdShing,Wd Shng,None,TA,TA,BrkTil,TA,TA,Mn,Rec,Unf,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,P,WD,Normal
RM,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,Gable,VinylSd,VinylSd,None,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,Gd,Y,SBrkr,Gd,Typ,NA,Detchd,Unf,TA,TA,N,WD,Normal
RL,IR1,Lvl,Inside,Gtl,NWAmes,RRAn,1Fam,2Story,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,BLQ,LwQ,TA,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1.5Fin,Gable,Stucco,Stucco,None,TA,Gd,BrkTil,TA,TA,No,Rec,LwQ,TA,N,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,CWD,Family
RL,IR1,HLS,CulDSac,Gtl,Gilbert,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,TA,Gd,No,ALQ,Unf,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,Duplex,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Mod,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SFoyer,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,TA,Y,SBrkr,TA,Typ,Po,Attchd,RFn,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,OldTown,Norm,2fmCon,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,Ex,N,SBrkr,TA,Typ,TA,Detchd,Unf,Gd,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,New,Partial
RL,IR1,Lvl,Inside,Gtl,Timber,Norm,1Fam,2Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Gd,Gd,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,WD,Normal
RL,IR1,Bnk,Inside,Sev,Timber,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Av,BLQ,Rec,TA,Y,SBrkr,TA,Min1,TA,Detchd,Unf,TA,TA,N,WD,Normal
RM,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,2Story,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,Mn,Unf,Unf,Ex,Y,SBrkr,TA,Typ,NA,Detchd,Unf,Fa,Fa,N,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1.5Fin,Gable,VinylSd,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,BLQ,Gd,Y,FuseA,TA,Min1,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,Gable,WdShing,Wd Shng,None,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,Fa,TA,Y,WD,Normal
RM,Reg,Lvl,Corner,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gable,WdShing,Wd Shng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,Gd,BuiltIn,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,GLQ,Unf,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Gd,Av,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,New,Partial
RL,IR1,Lvl,CulDSac,Gtl,Somerst,RRAn,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Corner,Gtl,OldTown,Artery,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Family
RM,IR1,HLS,Inside,Mod,Crawfor,Norm,TwnhsE,1Story,Hip,CemntBd,CmentBd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,SFoyer,Gable,HdBoard,Wd Shng,None,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,1Story,Gable,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,NA,NA,NA,NA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,Fa,TA,No,Unf,Unf,Gd,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,1Fam,2Story,Gable,Plywood,Plywood,BrkFace,TA,Gd,CBlock,Gd,TA,No,Unf,Unf,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1.5Fin,Gable,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,Ex,Y,SBrkr,TA,Min2,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,Duplex,1Story,Gable,BrkFace,Stone,None,TA,TA,Slab,NA,NA,NA,NA,NA,Fa,N,FuseF,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Corner,Gtl,SawyerW,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Gd,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,COD,Abnorml
RL,Reg,Bnk,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gambrel,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,N,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,OldTown,Norm,2fmCon,2Story,Gable,VinylSd,AsbShng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,N,WD,Normal
RL,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,Rec,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,COD,Normal
RL,IR1,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,1Story,Gable,Plywood,Plywood,BrkFace,Gd,Gd,CBlock,TA,TA,Av,Rec,Unf,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Corner,Gtl,NWAmes,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,Gd,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NPkVill,Norm,TwnhsE,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,Fa,Attchd,RFn,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,1Fam,SLvl,Flat,Plywood,Plywood,None,Gd,Gd,CBlock,Gd,TA,Av,Unf,Unf,TA,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,Gd,Gd,Y,WD,Alloca
RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,Rec,TA,Y,SBrkr,TA,Min1,TA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,HdBoard,HdBoard,Stone,Gd,TA,CBlock,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Bnk,Inside,Gtl,NAmes,Artery,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,FuseA,TA,Typ,TA,Attchd,Unf,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,Stone,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,WD,Abnorml
RL,IR1,Lvl,Corner,Gtl,NWAmes,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,BrkFace,Gd,Gd,CBlock,Gd,TA,No,BLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR3,Lvl,Inside,Gtl,Gilbert,RRAn,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Gd,Av,Unf,Unf,Ex,Y,SBrkr,TA,Typ,Gd,BuiltIn,Fin,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,NPkVill,Norm,TwnhsE,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,LwQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,Fa,Fa,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Low,Inside,Mod,Mitchel,Norm,1Fam,1Story,Gable,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,Fa,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,P,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,BrkFace,Gd,Gd,CBlock,TA,TA,No,Unf,Unf,TA,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,COD,Abnorml
RL,Reg,Lvl,FR2,Gtl,NAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,PConc,TA,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,FR2,Gtl,NridgHt,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,New,Partial
RM,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,GLQ,Unf,TA,Y,FuseA,TA,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
